Year,Facility,City ,State ,Zip Code Region,Address,CO2_Emissions,CH4_Emissions,N2O_Emissions
2015,FCA STERLING HEIGHTS VEHICLE TEST CENTER,STERLING HEIGHTS,MI,48300,7150 METROPOLITAN PARKWAY,0.001099989,0,7.99E-05
2015,FCA STERLING STAMPING PLANT,STERLING HEIGHTS,MI,48300,35777 VAN DYKE,0.081327448,4.38E-05,0.009127967
2015,FCA TOLEDO ASSEMBLY COMPLEX,TOLEDO,OH,43600,4400 CHRYSLER DRIVE,0.714124018,0.000387414,0.080105507
2015,FCA WARREN STAMPING PLANT,WARREN,MI,48000,22800 MOUND RD.,0.039687284,2.08E-05,0.00436416
2015,FCA WARREN TRUCK ASSEMBLY PLANT,WARREN,MI,48000,21500 MOUND ROAD,0.81919688,0.000445065,0.092015027
2015,FCA Warren PDC,Warren,MI,48000,21035 Sherwood Avenue,0.040340901,2.08E-05,0.00436416
2015,TeslaInc.,Fremont,CA,94500,45500 Fremont Boulevard,0.26874724,0.00014528,0.030085525
2015,GMC TRUCK GROUP ARLINGTON ASSEMBLY PLANT,ARLINGTON,TX,76000,2525 EAST ABRAM STREET,0.360742987,0.000196013,0.040572296
2014, FORD CLEVELAND SITE,Brook Park,OH,44100,18300 Snow Road,0.074735485,3.92E-05,0.008168811
2014, FORD KANSAS CITY ASSEMBLY PLANT,Claycomo,MO,64100,8121 NE Highway 69,0.868968194,0.000472737,0.097737991
2014, FORD KENTUCKY TRUCK PLANT,Louisville,KY,40200,3001 Chamberlain Lane,0.659928038,0.000357436,0.073918951
2014, FORD LIVONIA SITE,Livonia,MI,48100,36200 Plymouth Road,0.195534204,0.000106078,0.021996643
2014, FORD LOUISVILLE ASSEMBLY PLANT,Louisville,KY,40200,2000 Fern Valley Road,0.527129077,0.000285948,0.05914795
2014, FORD MICHIGAN ASSEMBLY SITE,Wayne,MI,48100,38303 Michigan Avenue,0.563875086,0.000458901,0.12584126
2014, FORD OHIO ASSEMBLY PLANT,AVON LAKE,OH,44000,650 MILLER ROAD,0.404347188,0.000219073,0.045336104
2014, FORD RESEARCH AND ENGINEERING CENTER,Dearborn,MI,48100,2450 Carroll Shelby Way,0.641888219,0.000348211,0.072016625
2014, FORD ROUGE SITE,Dearborn,MI,48100,3001 Miller Road,0.533149524,0.000288254,0.059627528
2014, FORD SHARONVILLE TRANSMISSION PLANT,SHARONVILLE,OH,45200,3000 SHARON ROAD,0.198053019,0.000108384,0.023419391
2014, FORD STERLING PLANT,Sterling Heights,MI,48300,39000 Mound Road,0.453428219,0.000246746,0.051043082
2014, Chicago Assembly Plant,Chicago,IL,60600,12600 S. Torrence Avenue,0.455654501,0.000246746,0.051043082
2014, Flat Rock Assembly Plant,FLAT ROCK,MI,48100,1 INTERNATIONAL DR.,0.477343415,0.000258276,0.053424986
2014,GENERAL MOTORS CORP - MILFORD PROVING GROUND,MILFORD,MI,48300,3300 GENERAL MOTORS RD. MC 483-340-141,0.222178648,0.000119914,0.024842139
2014,GENERAL MOTORS FAIRFAX ASSEMBLY PLANT,KANSAS CITY,KS,66100,3201 FAIRFAX TRFCWY.,0.462454506,0.000251358,0.052002238
2014,GENERAL MOTORS FORT WAYNE ASSEMBLY,ROANOKE,IN,46700,12200 LAFAYETTE CENTER RD,0.514503913,0.000624936,0.198257533
2014,GENERAL MOTORS LANSING DELTA TOWNSHIP,LANSING,MI,48900,8175 MILLETT HWY,0.373710901,0.000202931,0.041995044
2014,GENERAL MOTORS LLC BEDFORD CETC,BEDFORD,IN,47400,105 GM DRIVE,0.29247751,0.105805538,0.032947007
2014,GENERAL MOTORS LORDSTOWN COMPLEX EAST,WARREN,OH,44400,2300 HALLOCK YOUNG ROAD,0.596365413,0.000322845,0.06677324
2014,GENERAL MOTORS MLCG DETROIT-HAMTRAMCK ASSEM BLY CENTER,DETROIT,MI,48200,2500 EAST GENERAL MOTORS BOULEVARD,0.346910227,0.000929332,0.275421629
2014,GENERAL MOTORS SAGINAW METAL CASTING OPERATIONS,SAGINAW,MI,48600,1629 NORTH WASHINGTON AVENUE,0.269754766,0.072190453,0.030085525
2014,FCA Belvidere Assembly Plant,Belvidere,IL,61000,3000 West Chrysler Drive,0.68916479,0.798747638,0.064743026
2014,FCA Chrysler Technology Center,Auburn Hills,MI,48300,800 Chrysler Drive,0.408488567,0.474276401,0.038366238
2014,FCA JEFFERSON NORTH ASSEMBLY PLANT,DETROIT,MI,48200,2101 CONNER AVENUE,0.711806947,0.8249193,0.067140916
2014,FCA KOKOMO CASTING PLANT,KOKOMO,IN,46900,1001 E. BOULEVARD,0.191239544,0.223128802,0.017984174
2014,FCA KOKOMO TRANSMISSION PLANT,KOKOMO,IN,46900,2401 S REED RD,0.276655762,0.321873258,0.02597714
2014,FCA STERLING HEIGHTS ASSEMBLY PLANT,STERLING HTS,MI,48300,38111 VAN DYKE,0.621211295,0.720191143,0.058348653
2014,FCA STERLING HEIGHTS VEHICLE TEST CENTER,STERLING HEIGHTS,MI,48300,7150 METROPOLITAN PARKWAY,0.001553934,0.003847851,0
2014,FCA STERLING STAMPING PLANT,STERLING HEIGHTS,MI,48300,35777 VAN DYKE,0.089187666,0.105158464,0.007992966
2014,FCA TOLEDO ASSEMBLY COMPLEX,TOLEDO,OH,43600,4400 CHRYSLER DRIVE,0.764143946,0.885424147,0.071936696
2014,FCA WARREN STAMPING PLANT,WARREN,MI,48000,22800 MOUND RD.,0.052348477,0.062567826,0.00479578
2014,FCA WARREN TRUCK ASSEMBLY PLANT,WARREN,MI,48000,21500 MOUND ROAD,0.863253752,1,0.081128607
2014,FCA Warren PDC,Warren,MI,48000,21035 Sherwood Avenue,0.049049785,0.058755488,0.004396131
2014,TeslaInc.,Fremont,CA,94500,45500 Fremont Boulevard,0.24344829,0.000131444,0.027224043
2014,GMC TRUCK GROUP ARLINGTON ASSEMBLY PLANT,ARLINGTON,TX,76000,2525 EAST ABRAM STREET,0.352740965,0.000191401,0.03961314
2013, FORD CLEVELAND SITE,Brook Park,OH,44100,18300 Snow Road,0.084105318,4.38E-05,0.009127967
2013, FORD KANSAS CITY ASSEMBLY PLANT,Claycomo,MO,64100,8121 NE Highway 69,0.664618934,0.000362048,0.074862121
2013, FORD KENTUCKY TRUCK PLANT,Louisville,KY,40200,3001 Chamberlain Lane,0.619670832,0.000336681,0.069634721
2013, FORD LIVONIA SITE,Livonia,MI,48100,36200 Plymouth Road,0.290012897,0.00015681,0.032467429
2013, FORD LOUISVILLE ASSEMBLY PLANT,Louisville,KY,40200,2000 Fern Valley Road,0.448528486,0.000242134,0.050099912
2013, FORD MICHIGAN ASSEMBLY SITE,Wayne,MI,48100,38303 Michigan Avenue,0.551591078,0.000479655,0.135368875
2013, FORD OHIO ASSEMBLY PLANT,AVON LAKE,OH,44000,650 MILLER ROAD,0.39978622,0.000216767,0.044856526
2013, FORD RESEARCH AND ENGINEERING CENTER,Dearborn,MI,48100,1601 Village Road,0.621750449,0.000336681,0.069634721
2013, FORD ROUGE SITE,Dearborn,MI,48100,3001 Miller Road,0.528500077,0.000285948,0.05914795
2013, FORD SHARONVILLE TRANSMISSION PLANT,SHARONVILLE,OH,45200,3000 SHARON ROAD,0.19382683,0.000103772,0.021996643
2013, FORD STERLING PLANT,Sterling Heights,MI,48300,39000 Mound Road,0.407900631,0.000221379,0.045815682
2013, TWIN CITIES ASSEMBLY PLANT,SAINT PAUL,MN,55100,966 S. MISSISSIPPI RIVER BLVD.,0.000161013,0.000194629,0.043801455
2013, Chicago Assembly Plant,Chicago,IL,60600,12600 S. Torrence Avenue,0.445216562,0.000242134,0.050099912
2013, Flat Rock Assembly Plant,FLAT ROCK,MI,48100,1 INTERNATIONAL DR.,0.484145811,0.000262888,0.054384142
2013,GENERAL MOTORS CORP - MILFORD PROVING GROUND,MILFORD,MI,48300,3300 GENERAL MOTORS RD. MC 483-340-141,0.214950604,0.000115302,0.023898969
2013,GENERAL MOTORS FAIRFAX ASSEMBLY PLANT,KANSAS CITY,KS,66100,3201 FAIRFAX TRFCWY.,0.418226977,0.000225992,0.046758852
2013,GENERAL MOTORS FORT WAYNE ASSEMBLY,ROANOKE,IN,46700,12200 LAFAYETTE CENTER RD,0.446402637,0.000481961,0.147757973
2013,GENERAL MOTORS LANSING DELTA TOWNSHIP,LANSING,MI,48900,8175 MILLETT HWY,0.387054245,0.000209849,0.043433778
2013,GENERAL MOTORS LLC BEDFORD CETC,BEDFORD,IN,47400,105 GM DRIVE,0.285625694,0.110113213,0.031987851
2013,GENERAL MOTORS LORDSTOWN COMPLEX EAST,WARREN,OH,44400,2300 HALLOCK YOUNG ROAD,0.556461319,0.000302091,0.06248901
2013,GENERAL MOTORS MLCG DETROIT-HAMTRAMCK ASSEM BLY CENTER,DETROIT,MI,48200,2500 EAST GENERAL MOTORS BOULEVARD,0.675114263,0.001969355,0.588410199
2013,GENERAL MOTORS SAGINAW METAL CASTING OPERATIONS,SAGINAW,MI,48600,1629 NORTH WASHINGTON AVENUE,0.23495765,0.075006123,0.026280873
2013,FCA Belvidere Assembly Plant,Belvidere,IL,61000,3000 West Chrysler Drive,0.747195427,0.000405862,0.083926145
2013,FCA Chrysler Technology Center,Auburn Hills,MI,48300,800 Chrysler Drive,0.386662075,0.000209849,0.043433778
2013,FCA JEFFERSON NORTH ASSEMBLY PLANT,DETROIT,MI,48200,2101 CONNER AVENUE,0.671240389,0.000364354,0.075341699
2013,FCA KOKOMO CASTING PLANT,KOKOMO,IN,46900,1001 E. BOULEVARD,0.189158253,0.000101466,0.021037487
2013,FCA KOKOMO TRANSMISSION PLANT,KOKOMO,IN,46900,2401 S REED RD,0.296168053,0.000161423,0.032947007
2013,FCA STERLING HEIGHTS ASSEMBLY PLANT,STERLING HTS,MI,48300,38111 VAN DYKE,0.646658026,0.000350517,0.072480217
2013,FCA STERLING HEIGHTS VEHICLE TEST CENTER,STERLING HEIGHTS,MI,48300,7150 METROPOLITAN PARKWAY,0.001905053,0,7.99E-05
2013,FCA STERLING STAMPING PLANT,STERLING HEIGHTS,MI,48300,35777 VAN DYKE,0.080610063,4.38E-05,0.009127967
2013,FCA TOLEDO ASSEMBLY COMPLEX,TOLEDO,OH,43600,4400 CHRYSLER DRIVE,0.598904156,0.000325151,0.067252818
2013,FCA WARREN STAMPING PLANT,WARREN,MI,48000,22800 MOUND RD.,0.048766179,2.54E-05,0.005323315
2013,FCA WARREN TRUCK ASSEMBLY PLANT,WARREN,MI,48000,21500 MOUND ROAD,0.840758259,0.000456595,0.094396931
2013,FCA Warren PDC,Warren,MI,48000,21035 Sherwood Avenue,0.044820566,2.31E-05,0.004843738
2013,TeslaInc.,Fremont,CA,94500,45500 Fremont Boulevard,0.229063144,0.000124526,0.025801295
2013,GMC TRUCK GROUP ARLINGTON ASSEMBLY PLANT,ARLINGTON,TX,76000,2525 EAST ABRAM STREET,0.387455981,0.000205237,0.04723843
2012, FORD CLEVELAND SITE,Brook Park,OH,44100,18300 Snow Road,0.101062286,5.38E-05,0.011190153
2012, FORD KANSAS CITY ASSEMBLY PLANT,Claycomo,MO,64100,8121 NE Highway 69,0.527854352,0.000286686,0.059307809
2012, FORD KENTUCKY TRUCK PLANT,Louisville,KY,40200,3001 Chamberlain Lane,0.581397273,0.000315927,0.065334506
2012, FORD LIVONIA SITE,Livonia,MI,48100,36200 Plymouth Road,0.215965543,0.000116501,0.024138758
2012, FORD LOUISVILLE ASSEMBLY PLANT,Louisville,KY,40200,2000 Fern Valley Road,0.333379724,0.000180609,0.03737511
2012, FORD MICHIGAN ASSEMBLY SITE,Wayne,MI,48100,38303 Michigan Avenue,0.495005572,0.000473844,0.139029654
2012, FORD OHIO ASSEMBLY PLANT,AVON LAKE,OH,44000,650 MILLER ROAD,0.355319244,0.000192508,0.039852929
2012, FORD RESEARCH AND ENGINEERING CENTER,Dearborn,MI,48100,1601 Village Road,0.542148231,0.000294527,0.060906402
2012, FORD ROUGE SITE,Dearborn,MI,48100,3001 Miller Road,0.458496857,0.000248867,0.051490688
2012, FORD SHARONVILLE TRANSMISSION PLANT,SHARONVILLE,OH,45200,3000 SHARON ROAD,0.174747999,9.40E-05,0.019502838
2012, FORD STERLING PLANT,Sterling Heights,MI,48300,39000 Mound Road,0.360558858,0.000195367,0.040444409
2012, TWIN CITIES ASSEMBLY PLANT,SAINT PAUL,MN,55100,966 S. MISSISSIPPI RIVER BLVD.,0.037027862,1.89E-05,0.003980497
2012, Chicago Assembly Plant,Chicago,IL,60600,12600 S. Torrence Avenue,0.369286554,0.000200164,0.041435537
2012, Flat Rock Assembly Plant,FLAT ROCK,MI,48100,1 INTERNATIONAL DR.,0.428309014,0.000232356,0.048085685
2012,GENERAL MOTORS CORP - MILFORD PROVING GROUND,MILFORD,MI,48300,3300 GENERAL MOTORS RD. MC 483-340-141,0.186299079,9.92E-05,0.020557909
2012,GENERAL MOTORS FAIRFAX ASSEMBLY PLANT,KANSAS CITY,KS,66100,3201 FAIRFAX TRFCWY.,0.389748421,0.000212155,0.04389737
2012,GENERAL MOTORS FORT WAYNE ASSEMBLY,ROANOKE,IN,46700,12200 LAFAYETTE CENTER RD,0.464010432,0.000410474,0.116313644
2012,GENERAL MOTORS LANSING DELTA TOWNSHIP,LANSING,MI,48900,8175 MILLETT HWY,0.289557757,0.00015681,0.032467429
2012,GENERAL MOTORS LLC BEDFORD CETC,BEDFORD,IN,47400,105 GM DRIVE,0.245397981,0.115080414,0.025801295
2012,GENERAL MOTORS LORDSTOWN COMPLEX EAST,WARREN,OH,44400,2300 HALLOCK YOUNG ROAD,0.505966245,0.000274418,0.095356087
2012,GENERAL MOTORS MLCG DETROIT-HAMTRAMCK ASSEM BLY CENTER,DETROIT,MI,48200,2500 EAST GENERAL MOTORS BOULEVARD,0.562094379,0.001621143,0.483126848
2012,GENERAL MOTORS SAGINAW METAL CASTING OPERATIONS,SAGINAW,MI,48600,1629 NORTH WASHINGTON AVENUE,0.316866976,0.042500241,0.035328911
2012,General Motors LLC Orion Assembly,Lake Orion,MI,48300,4555 Giddings Road,0.187877324,0.000285948,0.095835665
2012,General Motors LLC Wentzville,Wentzville,MO,63300,1500 East Route A,1,0.003009377,0.899480457
2012,FCA Belvidere Assembly Plant,Belvidere,IL,61000,3000 West Chrysler Drive,0.676078746,0.00036666,0.075821277
2012,FCA Chrysler Technology Center,Auburn Hills,MI,48300,800 Chrysler Drive,0.356715273,0.000193707,0.040092718
2012,FCA JEFFERSON NORTH ASSEMBLY PLANT,DETROIT,MI,48200,2101 CONNER AVENUE,0.560197297,0.000304397,0.062952602
2012,FCA KOKOMO CASTING PLANT,KOKOMO,IN,46900,1001 E. BOULEVARD,0.163683146,8.76E-05,0.018176005
2012,FCA KOKOMO TRANSMISSION PLANT,KOKOMO,IN,46900,2401 S REED RD,0.28173269,0.000154504,0.032947007
2012,FCA STERLING HEIGHTS ASSEMBLY PLANT,STERLING HTS,MI,48300,38111 VAN DYKE,0.528584569,0.000288254,0.05914795
2012,FCA STERLING HEIGHTS VEHICLE TEST CENTER,STERLING HEIGHTS,MI,48300,7150 METROPOLITAN PARKWAY,0.001307233,0,7.99E-05
2012,FCA STERLING STAMPING PLANT,STERLING HEIGHTS,MI,48300,35777 VAN DYKE,0.069713796,3.69E-05,0.007705219
2012,FCA TOLEDO ASSEMBLY COMPLEX,TOLEDO,OH,43600,4400 CHRYSLER DRIVE,0.50880868,0.000276724,0.057245624
2012,FCA WARREN STAMPING PLANT,WARREN,MI,48000,22800 MOUND RD.,0.047506771,2.54E-05,0.005323315
2012,FCA WARREN TRUCK ASSEMBLY PLANT,WARREN,MI,48000,21500 MOUND ROAD,0.719352951,0.000392026,0.081064663
2012,FCA Warren PDC,Warren,MI,48000,21035 Sherwood Avenue,0.033748938,1.61E-05,0.003405004
2012,GMC TRUCK GROUP ARLINGTON ASSEMBLY PLANT,ARLINGTON,TX,76000,2525 EAST ABRAM STREET,0.434572176,0.000228298,0.04723843
2011, FORD CLEVELAND SITE,Brook Park,OH,44100,18300 Snow Road,0.166481024,8.95E-05,0.018559667
2011, FORD KANSAS CITY ASSEMBLY PLANT,Claycomo,MO,64100,8121 NE Highway 69,0.707444136,0.000384647,0.079546
2011, FORD KENTUCKY TRUCK PLANT,Louisville,KY,40200,3001 Chamberlain Lane,0.600249411,0.000326166,0.067460635
2011, FORD LIVONIA SITE,Livonia,MI,48100,36200 Plymouth Road,0.261158352,0.000141129,0.02923827
2011, FORD LOUISVILLE ASSEMBLY PLANT,Louisville,KY,40200,2000 Fern Valley Road,0.150433938,8.07E-05,0.016753257
2011, FORD MICHIGAN ASSEMBLY SITE,Wayne,MI,48100,38303 Michigan Avenue,0.512361166,0.000480947,0.14006874
2011, FORD OHIO ASSEMBLY PLANT,AVON LAKE,OH,44000,650 MILLER ROAD,0.421408576,0.000228574,0.047302374
2011, FORD RESEARCH AND ENGINEERING CENTER,Dearborn,MI,48100,1601 Village Road,0.588893459,0.000319986,0.06618176
2011, FORD ROUGE SITE,Dearborn,MI,48100,3001 Miller Road,0.484048884,0.000262796,0.054368156
2011, FORD SHARONVILLE TRANSMISSION PLANT,SHARONVILLE,OH,45200,3000 SHARON ROAD,0.202919993,0.000109767,0.022875869
2011, FORD STERLING PLANT,Sterling Heights,MI,48300,39000 Mound Road,0.394720133,0.000214,0.044297019
2011, TWIN CITIES ASSEMBLY PLANT,SAINT PAUL,MN,55100,966 S. MISSISSIPPI RIVER BLVD.,0.280895423,0.000152291,0.031668132
2011, Chicago Assembly Plant,Chicago,IL,60600,12600 S. Torrence Avenue,0.37218909,0.000201824,0.041787227
2011, Flat Rock Assembly Plant,FLAT ROCK,MI,48100,1 INTERNATIONAL DR.,0.425833879,0.000231065,0.047797938
2011,GENERAL MOTORS CORP - MILFORD PROVING GROUND,MILFORD,MI,48300,3300 GENERAL MOTORS RD. MC 483-340-141,0.199852857,0.000108384,0.022939813
2011,GENERAL MOTORS FAIRFAX ASSEMBLY PLANT,KANSAS CITY,KS,66100,3201 FAIRFAX TRFCWY.,0.397365447,0.000214461,0.044376948
2011,GENERAL MOTORS FORT WAYNE ASSEMBLY,ROANOKE,IN,46700,12200 LAFAYETTE CENTER RD,0.520726822,0.000468125,0.133466549
2011,GENERAL MOTORS LANSING DELTA TOWNSHIP,LANSING,MI,48900,8175 MILLETT HWY,0.340761447,0.000184483,0.038190392
2011,GENERAL MOTORS LLC BEDFORD CETC,BEDFORD,IN,47400,105 GM DRIVE,0.256684027,0.11856714,0.028662777
2011,GENERAL MOTORS LORDSTOWN COMPLEX EAST,WARREN,OH,44400,2300 HALLOCK YOUNG ROAD,0.572207104,0.000311315,0.064391336
2011,GENERAL MOTORS MLCG DETROIT-HAMTRAMCK ASSEM BLY CENTER,DETROIT,MI,48200,2500 EAST GENERAL MOTORS BOULEVARD,0.67657135,0.001985497,0.592214851
2011,GENERAL MOTORS SAGINAW METAL CASTING OPERATIONS,SAGINAW,MI,48600,1629 NORTH WASHINGTON AVENUE,0.384053188,0.080519854,0.0429542
2011,General Motors Components Holdings LLC,Kokomo,IN,46900,2100 E. Lincoln Road,0.130061743,6.92E-05,1
2011,General Motors LLC Wentzville,Wentzville,MO,63300,1500 East Route A,0.891262102,0.002711898,0.810870434
2011,FCA Belvidere Assembly Plant,Belvidere,IL,61000,3000 West Chrysler Drive,0.624076368,0.000338987,0.070098313
2011,FCA Chrysler Technology Center,Auburn Hills,MI,48300,800 Chrysler Drive,0.371469474,0.000200625,0.041515466
2011,FCA JEFFERSON NORTH ASSEMBLY PLANT,DETROIT,MI,48200,2101 CONNER AVENUE,0.583209385,0.000315927,0.065334506
2011,FCA KOKOMO CASTING PLANT,KOKOMO,IN,46900,1001 E. BOULEVARD,0.161977366,8.76E-05,0.018176005
2011,FCA KOKOMO TRANSMISSION PLANT,KOKOMO,IN,46900,2401 S REED RD,0.310348346,0.000184483,0.044376948
2011,FCA STERLING HEIGHTS ASSEMBLY PLANT,STERLING HTS,MI,48300,38111 VAN DYKE,0.538811279,0.000292867,0.060570698
2011,FCA STERLING HEIGHTS VEHICLE TEST CENTER,STERLING HEIGHTS,MI,48300,7150 METROPOLITAN PARKWAY,0.002207949,0,7.99E-05
2011,FCA STERLING STAMPING PLANT,STERLING HEIGHTS,MI,48300,35777 VAN DYKE,0.100401895,5.30E-05,0.011030293
2011,FCA TOLEDO ASSEMBLY COMPLEX,TOLEDO,OH,43600,4400 CHRYSLER DRIVE,0.622482181,0.000338987,0.070098313
2011,FCA WARREN STAMPING PLANT,WARREN,MI,48000,22800 MOUND RD.,0.040412639,2.08E-05,0.00436416
2011,FCA WARREN TRUCK ASSEMBLY PLANT,WARREN,MI,48000,21500 MOUND ROAD,0.742907064,0.000403556,0.083446567
2011,FCA Warren PDC,Warren,MI,48000,21035 Sherwood Avenue,0.044151008,2.31E-05,0.004843738
2011,GMC TRUCK GROUP ARLINGTON ASSEMBLY PLANT,ARLINGTON,TX,76000,2525 EAST ABRAM STREET,0.421744551,0.000228298,0.04723843
2010, FORD CLEVELAND SITE,Brook Park,OH,44100,18300 Snow Road,0.661267155,0.000817259,0.221117417
2010, FORD KANSAS CITY ASSEMBLY PLANT,Claycomo,MO,64100,8121 NE Highway 69,0.734485771,0.000399405,0.082487411
2010, FORD KENTUCKY TRUCK PLANT,Louisville,KY,40200,3001 Chamberlain Lane,0.571907397,0.000310669,0.064391336
2010, FORD LIVONIA SITE,Livonia,MI,48100,36200 Plymouth Road,0.27913018,0.000151091,0.03128447
2010, FORD LOUISVILLE ASSEMBLY PLANT,Louisville,KY,40200,2000 Fern Valley Road,0.289672538,0.00015681,0.032467429
2010, FORD MICHIGAN ASSEMBLY SITE,Wayne,MI,48100,38303 Michigan Avenue,0.431526482,0.000424126,0.125969147
2010, FORD OHIO ASSEMBLY PLANT,AVON LAKE,OH,44000,650 MILLER ROAD,0.411929939,0.000223501,0.046231316
2010, FORD RESEARCH AND ENGINEERING CENTER,Dearborn,MI,48100,1601 Village Road,0.595745274,0.000323767,0.06677324
2010, FORD ROUGE SITE,Dearborn,MI,48100,3001 Miller Road,0.495812868,0.000269161,0.055822876
2010, FORD SHARONVILLE TRANSMISSION PLANT,SHARONVILLE,OH,45200,3000 SHARON ROAD,0.233377014,0.00012674,0.026472704
2010, FORD STERLING PLANT,Sterling Heights,MI,48300,39000 Mound Road,0.393018896,0.000213078,0.044089202
2010, TWIN CITIES ASSEMBLY PLANT,SAINT PAUL,MN,55100,966 S. MISSISSIPPI RIVER BLVD.,0.241379035,0.000130706,0.027224043
2010, Chicago Assembly Plant,Chicago,IL,60600,12600 S. Torrence Avenue,0.301270248,0.000163175,0.033794261
2010, Flat Rock Assembly Plant,FLAT ROCK,MI,48100,1 INTERNATIONAL DR.,0.377169489,0.000204592,0.042330749
2010,GENERAL MOTORS FAIRFAX ASSEMBLY PLANT,KANSAS CITY,KS,66100,3201 FAIRFAX TRFCWY.,0.445736267,0.000242134,0.050099912
2010,GENERAL MOTORS FORT WAYNE ASSEMBLY,ROANOKE,IN,46700,12200 LAFAYETTE CENTER RD,0.601975357,0.000468125,0.138230357
2010,GENERAL MOTORS LANSING DELTA TOWNSHIP,LANSING,MI,48900,8175 MILLETT HWY,0.324856244,0.000175259,0.036288067
2010,GENERAL MOTORS LLC BEDFORD CETC,BEDFORD,IN,47400,105 GM DRIVE,0.272754229,0.000147586,0.030565103
2010,GENERAL MOTORS LORDSTOWN COMPLEX EAST,WARREN,OH,44400,2300 HALLOCK YOUNG ROAD,0.531640626,0.000288254,0.059627528
2010,GENERAL MOTORS MLCG DETROIT-HAMTRAMCK ASSEM BLY CENTER,DETROIT,MI,48200,2500 EAST GENERAL MOTORS BOULEVARD,0.696065865,0.002017781,0.601742467
2010,GENERAL MOTORS SAGINAW METAL CASTING OPERATIONS,SAGINAW,MI,48600,1629 NORTH WASHINGTON AVENUE,0.402224528,0.000219073,0.045336104
2010,General Motors LLC Wentzville,Wentzville,MO,63300,1500 East Route A,0.847346874,0.97563627,0.444009272
2010,FCA Belvidere Assembly Plant,Belvidere,IL,61000,3000 West Chrysler Drive,0.541983711,0.000295173,0.061050276
2010,FCA Chrysler Technology Center,Auburn Hills,MI,48300,800 Chrysler Drive,0.325014866,0.000175259,0.036288067
2010,FCA JEFFERSON NORTH ASSEMBLY PLANT,DETROIT,MI,48200,2101 CONNER AVENUE,0.49900443,0.000269806,0.05580689
2010,FCA KOKOMO CASTING PLANT,KOKOMO,IN,46900,1001 E. BOULEVARD,0.212281935,0.000115302,0.023898969
2010,FCA KOKOMO TRANSMISSION PLANT,KOKOMO,IN,46900,2401 S REED RD,0.296861524,0.000163729,0.035328911
2010,FCA STERLING HEIGHTS ASSEMBLY PLANT,STERLING HTS,MI,48300,38111 VAN DYKE,0.467519238,0.000253664,0.052481816
2010,FCA STERLING HEIGHTS VEHICLE TEST CENTER,STERLING HEIGHTS,MI,48300,7150 METROPOLITAN PARKWAY,0.001522449,0,7.99E-05
2010,FCA STERLING STAMPING PLANT,STERLING HEIGHTS,MI,48300,35777 VAN DYKE,0.082921635,4.38E-05,0.009127967
2010,FCA TOLEDO ASSEMBLY COMPLEX,TOLEDO,OH,43600,4400 CHRYSLER DRIVE,0.425544295,0.000230604,0.047718008
2010,FCA WARREN STAMPING PLANT,WARREN,MI,48000,22800 MOUND RD.,0.04305899,2.31E-05,0.004843738
2010,FCA WARREN TRUCK ASSEMBLY PLANT,WARREN,MI,48000,21500 MOUND ROAD,0.721807999,0.000392026,0.081064663
2010,FCA Warren PDC,Warren,MI,48000,21035 Sherwood Avenue,0.041369152,2.08E-05,0.00436416
2010,GMC TRUCK GROUP ARLINGTON ASSEMBLY PLANT,ARLINGTON,TX,76000,2525 EAST ABRAM STREET,0.444896131,0.000242134,0.050099912
